,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized,tokenized
120,#USER# #USER# Yesss…wouldn’t it be lovely to see her on trial denying everything she said because she was only KIDDING. 😏,"['#USER#', '#USER#', 'Yesss…would not', 'it', 'be', 'lovely', 'to', 'see', 'her', 'on', 'trial', 'denying', 'everything', 'she', 'said', 'because', 'she', 'was', 'only', 'KIDDING.', '😏']",#USER# #USER# Yesss…would not it be lovely to see her on trial denying everything she said because she was only KIDDING. 😏,"['#', 'user', '#', '#', 'user', '#', 'yesss…would', 'not', 'it', 'be', 'lovely', 'to', 'see', 'her', 'on', 'trial', 'denying', 'everything', 'she', 'said', 'because', 'she', 'was', 'only', 'kidding', '.', '😏']","['user', 'user', 'yesss…would', 'not', 'it', 'be', 'lovely', 'to', 'see', 'her', 'on', 'trial', 'denying', 'everything', 'she', 'said', 'because', 'she', 'was', 'only', 'kidding', '😏']","['yesss…would', 'not', 'be', 'lovely', 'to', 'see', 'her', 'on', 'trial', 'denying', 'everything', 'she', 'said', 'because', 'she', 'was', 'only', 'kidding', '😏']","[('yesss…would', 'MD'), ('not', 'RB'), ('be', 'VB'), ('lovely', 'RB'), ('to', 'TO'), ('see', 'VB'), ('her', 'PRP$'), ('on', 'IN'), ('trial', 'NN'), ('denying', 'VBG'), ('everything', 'NN'), ('she', 'PRP'), ('said', 'VBD'), ('because', 'IN'), ('she', 'PRP'), ('was', 'VBD'), ('only', 'RB'), ('kidding', 'VBG'), ('😏', 'NN')]","[('yesss…would', 'n'), ('not', 'r'), ('be', 'v'), ('lovely', 'r'), ('to', 'n'), ('see', 'v'), ('her', 'n'), ('on', 'n'), ('trial', 'n'), ('denying', 'v'), ('everything', 'n'), ('she', 'n'), ('said', 'v'), ('because', 'n'), ('she', 'n'), ('was', 'v'), ('only', 'r'), ('kidding', 'v'), ('😏', 'n')]","['yesss…would', 'not', 'be', 'lovely', 'to', 'see', 'her', 'on', 'trial', 'deny', 'everything', 'she', 'say', 'because', 'she', 'be', 'only', 'kid', '😏']","['#', 'USER', '#', '#', 'USER', '#', 'Yesss…would', 'not', 'it', 'be', 'lovely', 'to', 'see', 'her', 'on', 'trial', 'denying', 'everything', 'she', 'said', 'because', 'she', 'was', 'only', 'KIDDING', '.', '😏']"
121,#USER# So socialism ( government aid) does help when tragedy strikes. 🤔,"['#USER#', 'So', 'socialism', '(', 'government', 'aid)', 'does', 'help', 'when', 'tragedy', 'strikes.', '🤔']",#USER# So socialism ( government aid) does help when tragedy strikes. 🤔,"['#', 'user', '#', 'so', 'socialism', '(', 'government', 'aid', ')', 'does', 'help', 'when', 'tragedy', 'strikes', '.', '🤔']","['user', 'so', 'socialism', 'government', 'aid', 'does', 'help', 'when', 'tragedy', 'strikes', '🤔']","['so', 'socialism', 'government', 'aid', 'does', 'help', 'when', 'tragedy', 'strikes', '🤔']","[('so', 'RB'), ('socialism', 'JJ'), ('government', 'NN'), ('aid', 'NN'), ('does', 'VBZ'), ('help', 'VB'), ('when', 'WRB'), ('tragedy', 'NN'), ('strikes', 'NNS'), ('🤔', 'VBP')]","[('so', 'r'), ('socialism', 'a'), ('government', 'n'), ('aid', 'n'), ('does', 'v'), ('help', 'v'), ('when', 'n'), ('tragedy', 'n'), ('strikes', 'n'), ('🤔', 'v')]","['so', 'socialism', 'government', 'aid', 'do', 'help', 'when', 'tragedy', 'strike', '🤔']","['#', 'USER', '#', 'So', 'socialism', '(', 'government', 'aid', ')', 'does', 'help', 'when', 'tragedy', 'strikes', '.', '🤔']"
122,I’m wondering if she has any people from her past who are willing to come forward and embarrass her more than she’s embarrassing herself? Lol #URL#,"['I am', 'wondering', 'if', 'she', 'has', 'any', 'people', 'from', 'her', 'past', 'who', 'are', 'willing', 'to', 'come', 'forward', 'and', 'embarrass', 'her', 'more', 'than', 'she is', 'embarrassing', 'herself?', 'Lol', '#URL#']",I am wondering if she has any people from her past who are willing to come forward and embarrass her more than she is embarrassing herself? Lol #URL#,"['i', 'am', 'wondering', 'if', 'she', 'has', 'any', 'people', 'from', 'her', 'past', 'who', 'are', 'willing', 'to', 'come', 'forward', 'and', 'embarrass', 'her', 'more', 'than', 'she', 'is', 'embarrassing', 'herself', '?', 'lol', '#', 'url', '#']","['i', 'am', 'wondering', 'if', 'she', 'has', 'any', 'people', 'from', 'her', 'past', 'who', 'are', 'willing', 'to', 'come', 'forward', 'and', 'embarrass', 'her', 'more', 'than', 'she', 'is', 'embarrassing', 'herself', 'lol', 'url']","['i', 'am', 'wondering', 'if', 'she', 'any', 'people', 'from', 'her', 'past', 'who', 'are', 'willing', 'to', 'come', 'forward', 'and', 'embarrass', 'her', 'more', 'than', 'she', 'embarrassing', 'herself', 'lol']","[('i', 'NN'), ('am', 'VBP'), ('wondering', 'VBG'), ('if', 'IN'), ('she', 'PRP'), ('any', 'DT'), ('people', 'NNS'), ('from', 'IN'), ('her', 'PRP$'), ('past', 'NN'), ('who', 'WP'), ('are', 'VBP'), ('willing', 'JJ'), ('to', 'TO'), ('come', 'VB'), ('forward', 'RB'), ('and', 'CC'), ('embarrass', 'VB'), ('her', 'PRP$'), ('more', 'JJR'), ('than', 'IN'), ('she', 'PRP'), ('embarrassing', 'VBG'), ('herself', 'PRP'), ('lol', 'JJ')]","[('i', 'n'), ('am', 'v'), ('wondering', 'v'), ('if', 'n'), ('she', 'n'), ('any', 'n'), ('people', 'n'), ('from', 'n'), ('her', 'n'), ('past', 'n'), ('who', 'n'), ('are', 'v'), ('willing', 'a'), ('to', 'n'), ('come', 'v'), ('forward', 'r'), ('and', 'n'), ('embarrass', 'v'), ('her', 'n'), ('more', 'a'), ('than', 'n'), ('she', 'n'), ('embarrassing', 'v'), ('herself', 'n'), ('lol', 'a')]","['i', 'be', 'wonder', 'if', 'she', 'any', 'people', 'from', 'her', 'past', 'who', 'be', 'willing', 'to', 'come', 'forward', 'and', 'embarrass', 'her', 'more', 'than', 'she', 'embarrass', 'herself', 'lol']","['I', 'am', 'wondering', 'if', 'she', 'has', 'any', 'people', 'from', 'her', 'past', 'who', 'are', 'willing', 'to', 'come', 'forward', 'and', 'embarrass', 'her', 'more', 'than', 'she', 'is', 'embarrassing', 'herself', '?', 'Lol', '#', 'URL', '#']"
123,You’re right. America is fucked by Biden! But Trump will destroy its existence to become a third world dictatorship. That’s perfect! Yay! No more land of the free! #URL#,"['You are', 'right.', 'America', 'is', 'fucked', 'by', 'Biden!', 'But', 'Trump', 'will', 'destroy', 'its', 'existence', 'to', 'become', 'a', 'third', 'world', 'dictatorship.', 'That is', 'perfect!', 'Yay!', 'No', 'more', 'land', 'of', 'the', 'free!', '#URL#']",You are right. America is fucked by Biden! But Trump will destroy its existence to become a third world dictatorship. That is perfect! Yay! No more land of the free! #URL#,"['you', 'are', 'right', '.', 'america', 'is', 'fucked', 'by', 'biden', '!', 'but', 'trump', 'will', 'destroy', 'its', 'existence', 'to', 'become', 'a', 'third', 'world', 'dictatorship', '.', 'that', 'is', 'perfect', '!', 'yay', '!', 'no', 'more', 'land', 'of', 'the', 'free', '!', '#', 'url', '#']","['you', 'are', 'right', 'america', 'is', 'fucked', 'by', 'biden', 'but', 'trump', 'will', 'destroy', 'its', 'existence', 'to', 'become', 'a', 'third', 'world', 'dictatorship', 'that', 'is', 'perfect', 'yay', 'no', 'more', 'land', 'of', 'the', 'free', 'url']","['you', 'are', 'right', 'america', 'fucked', 'by', 'biden', 'but', 'trump', 'will', 'destroy', 'its', 'existence', 'to', 'become', 'third', 'world', 'dictatorship', 'that', 'perfect', 'yay', 'no', 'more', 'land', 'free']","[('you', 'PRP'), ('are', 'VBP'), ('right', 'JJ'), ('america', 'NN'), ('fucked', 'VBN'), ('by', 'IN'), ('biden', 'NN'), ('but', 'CC'), ('trump', 'NN'), ('will', 'MD'), ('destroy', 'VB'), ('its', 'PRP$'), ('existence', 'NN'), ('to', 'TO'), ('become', 'VB'), ('third', 'JJ'), ('world', 'NN'), ('dictatorship', 'NN'), ('that', 'WDT'), ('perfect', 'VBP'), ('yay', 'VBZ'), ('no', 'DT'), ('more', 'RBR'), ('land', 'RB'), ('free', 'JJ')]","[('you', 'n'), ('are', 'v'), ('right', 'a'), ('america', 'n'), ('fucked', 'v'), ('by', 'n'), ('biden', 'n'), ('but', 'n'), ('trump', 'n'), ('will', 'n'), ('destroy', 'v'), ('its', 'n'), ('existence', 'n'), ('to', 'n'), ('become', 'v'), ('third', 'a'), ('world', 'n'), ('dictatorship', 'n'), ('that', 'n'), ('perfect', 'v'), ('yay', 'v'), ('no', 'n'), ('more', 'r'), ('land', 'r'), ('free', 'a')]","['you', 'be', 'right', 'america', 'fuck', 'by', 'biden', 'but', 'trump', 'will', 'destroy', 'it', 'existence', 'to', 'become', 'third', 'world', 'dictatorship', 'that', 'perfect', 'yay', 'no', 'more', 'land', 'free']","['You', 'are', 'right', '.', 'America', 'is', 'fucked', 'by', 'Biden', '!', 'But', 'Trump', 'will', 'destroy', 'its', 'existence', 'to', 'become', 'a', 'third', 'world', 'dictatorship', '.', 'That', 'is', 'perfect', '!', 'Yay', '!', 'No', 'more', 'land', 'of', 'the', 'free', '!', '#', 'URL', '#']"
124,Tax break for the wealthy is also socialism! Soooo... #URL#,"['Tax', 'break', 'for', 'the', 'wealthy', 'is', 'also', 'socialism!', 'Soooo...', '#URL#']",Tax break for the wealthy is also socialism! Soooo... #URL#,"['tax', 'break', 'for', 'the', 'wealthy', 'is', 'also', 'socialism', '!', 'soooo', '...', '#', 'url', '#']","['tax', 'break', 'for', 'the', 'wealthy', 'is', 'also', 'socialism', 'soooo', '...', 'url']","['tax', 'break', 'wealthy', 'also', 'socialism', 'soooo', '...']","[('tax', 'NN'), ('break', 'NN'), ('wealthy', 'NN'), ('also', 'RB'), ('socialism', 'NN'), ('soooo', 'NN'), ('...', ':')]","[('tax', 'n'), ('break', 'n'), ('wealthy', 'n'), ('also', 'r'), ('socialism', 'n'), ('soooo', 'n'), ('...', 'n')]","['tax', 'break', 'wealthy', 'also', 'socialism', 'soooo', '...']","['Tax', 'break', 'for', 'the', 'wealthy', 'is', 'also', 'socialism', '!', 'Soooo', '...', '#', 'URL', '#']"
125,It costs a lot of money to look sleazy! #URL#,"['It', 'costs', 'a', 'lot', 'of', 'money', 'to', 'look', 'sleazy!', '#URL#']",It costs a lot of money to look sleazy! #URL#,"['it', 'costs', 'a', 'lot', 'of', 'money', 'to', 'look', 'sleazy', '!', '#', 'url', '#']","['it', 'costs', 'a', 'lot', 'of', 'money', 'to', 'look', 'sleazy', 'url']","['costs', 'lot', 'money', 'to', 'look', 'sleazy']","[('costs', 'NNS'), ('lot', 'VBP'), ('money', 'NN'), ('to', 'TO'), ('look', 'VB'), ('sleazy', 'JJ')]","[('costs', 'n'), ('lot', 'v'), ('money', 'n'), ('to', 'n'), ('look', 'v'), ('sleazy', 'a')]","['cost', 'lot', 'money', 'to', 'look', 'sleazy']","['It', 'costs', 'a', 'lot', 'of', 'money', 'to', 'look', 'sleazy', '!', '#', 'URL', '#']"
126,#USER# Awwww…this is what happens when you listen to a moron cum laude!!#HASHTAG#,"['#USER#', 'Awwww…this', 'is', 'what', 'happens', 'when', 'you', 'listen', 'to', 'a', 'moron', 'cum', 'laude!!#HASHTAG#']",#USER# Awwww…this is what happens when you listen to a moron cum laude!!#HASHTAG#,"['#', 'user', '#', 'awwww…this', 'is', 'what', 'happens', 'when', 'you', 'listen', 'to', 'a', 'moron', 'cum', 'laude', '!', '!', '#', 'hashtag', '#']","['user', 'awwww…this', 'is', 'what', 'happens', 'when', 'you', 'listen', 'to', 'a', 'moron', 'cum', 'laude', 'hashtag']","['awwww…this', 'what', 'happens', 'when', 'you', 'listen', 'to', 'moron', 'cum', 'laude', 'hashtag']","[('awwww…this', 'VB'), ('what', 'WP'), ('happens', 'VBZ'), ('when', 'WRB'), ('you', 'PRP'), ('listen', 'VBP'), ('to', 'TO'), ('moron', 'VB'), ('cum', 'JJ'), ('laude', 'NN'), ('hashtag', 'NN')]","[('awwww…this', 'v'), ('what', 'n'), ('happens', 'v'), ('when', 'n'), ('you', 'n'), ('listen', 'v'), ('to', 'n'), ('moron', 'v'), ('cum', 'a'), ('laude', 'n'), ('hashtag', 'n')]","['awwww…this', 'what', 'happen', 'when', 'you', 'listen', 'to', 'moron', 'cum', 'laude', 'hashtag']","['#', 'USER', '#', 'Awwww…this', 'is', 'what', 'happens', 'when', 'you', 'listen', 'to', 'a', 'moron', 'cum', 'laude', '!', '!', '#', 'HASHTAG', '#']"
127,#USER# Trump invited us to hate while President Biden invited us to love and heal. The contrast could not be more evident!!,"['#USER#', 'Trump', 'invited', 'us', 'to', 'hate', 'while', 'President', 'Biden', 'invited', 'us', 'to', 'love', 'and', 'heal.', 'The', 'contrast', 'could', 'not', 'be', 'more', 'evident!!']",#USER# Trump invited us to hate while President Biden invited us to love and heal. The contrast could not be more evident!!,"['#', 'user', '#', 'trump', 'invited', 'us', 'to', 'hate', 'while', 'president', 'biden', 'invited', 'us', 'to', 'love', 'and', 'heal', '.', 'the', 'contrast', 'could', 'not', 'be', 'more', 'evident', '!', '!']","['user', 'trump', 'invited', 'us', 'to', 'hate', 'while', 'president', 'biden', 'invited', 'us', 'to', 'love', 'and', 'heal', 'the', 'contrast', 'could', 'not', 'be', 'more', 'evident']","['trump', 'invited', 'us', 'to', 'hate', 'while', 'president', 'biden', 'invited', 'us', 'to', 'love', 'and', 'heal', 'contrast', 'could', 'not', 'be', 'more', 'evident']","[('trump', 'NN'), ('invited', 'VBD'), ('us', 'PRP'), ('to', 'TO'), ('hate', 'VB'), ('while', 'IN'), ('president', 'NN'), ('biden', 'NN'), ('invited', 'VBD'), ('us', 'PRP'), ('to', 'TO'), ('love', 'VB'), ('and', 'CC'), ('heal', 'VB'), ('contrast', 'NN'), ('could', 'MD'), ('not', 'RB'), ('be', 'VB'), ('more', 'RBR'), ('evident', 'JJ')]","[('trump', 'n'), ('invited', 'v'), ('us', 'n'), ('to', 'n'), ('hate', 'v'), ('while', 'n'), ('president', 'n'), ('biden', 'n'), ('invited', 'v'), ('us', 'n'), ('to', 'n'), ('love', 'v'), ('and', 'n'), ('heal', 'v'), ('contrast', 'n'), ('could', 'n'), ('not', 'r'), ('be', 'v'), ('more', 'r'), ('evident', 'a')]","['trump', 'invite', 'u', 'to', 'hate', 'while', 'president', 'biden', 'invite', 'u', 'to', 'love', 'and', 'heal', 'contrast', 'could', 'not', 'be', 'more', 'evident']","['#', 'USER', '#', 'Trump', 'invited', 'us', 'to', 'hate', 'while', 'President', 'Biden', 'invited', 'us', 'to', 'love', 'and', 'heal', '.', 'The', 'contrast', 'could', 'not', 'be', 'more', 'evident', '!', '!']"
128,I guess destroying democracy is very hard work. She deserves a big rest to come back and do it again. #HASHTAG# #URL#,"['I', 'guess', 'destroying', 'democracy', 'is', 'very', 'hard', 'work.', 'She', 'deserves', 'a', 'big', 'rest', 'to', 'come', 'back', 'and', 'do', 'it', 'again.', '#HASHTAG#', '#URL#']",I guess destroying democracy is very hard work. She deserves a big rest to come back and do it again. #HASHTAG# #URL#,"['i', 'guess', 'destroying', 'democracy', 'is', 'very', 'hard', 'work', '.', 'she', 'deserves', 'a', 'big', 'rest', 'to', 'come', 'back', 'and', 'do', 'it', 'again', '.', '#', 'hashtag', '#', '#', 'url', '#']","['i', 'guess', 'destroying', 'democracy', 'is', 'very', 'hard', 'work', 'she', 'deserves', 'a', 'big', 'rest', 'to', 'come', 'back', 'and', 'do', 'it', 'again', 'hashtag', 'url']","['i', 'guess', 'destroying', 'democracy', 'very', 'hard', 'work', 'she', 'deserves', 'big', 'rest', 'to', 'come', 'back', 'and', 'do', 'again', 'hashtag']","[('i', 'NN'), ('guess', 'NN'), ('destroying', 'VBG'), ('democracy', 'NN'), ('very', 'RB'), ('hard', 'JJ'), ('work', 'NN'), ('she', 'PRP'), ('deserves', 'VBZ'), ('big', 'JJ'), ('rest', 'NN'), ('to', 'TO'), ('come', 'VB'), ('back', 'RB'), ('and', 'CC'), ('do', 'VB'), ('again', 'RB'), ('hashtag', 'VB')]","[('i', 'n'), ('guess', 'n'), ('destroying', 'v'), ('democracy', 'n'), ('very', 'r'), ('hard', 'a'), ('work', 'n'), ('she', 'n'), ('deserves', 'v'), ('big', 'a'), ('rest', 'n'), ('to', 'n'), ('come', 'v'), ('back', 'r'), ('and', 'n'), ('do', 'v'), ('again', 'r'), ('hashtag', 'v')]","['i', 'guess', 'destroy', 'democracy', 'very', 'hard', 'work', 'she', 'deserve', 'big', 'rest', 'to', 'come', 'back', 'and', 'do', 'again', 'hashtag']","['I', 'guess', 'destroying', 'democracy', 'is', 'very', 'hard', 'work', '.', 'She', 'deserves', 'a', 'big', 'rest', 'to', 'come', 'back', 'and', 'do', 'it', 'again', '.', '#', 'HASHTAG', '#', '#', 'URL', '#']"
129,And the sky is a new thing too...funny how they chose it to be a color blue! #URL#,"['And', 'the', 'sky', 'is', 'a', 'new', 'thing', 'too...funny', 'how', 'they', 'chose', 'it', 'to', 'be', 'a', 'color', 'blue!', '#URL#']",And the sky is a new thing too...funny how they chose it to be a color blue! #URL#,"['and', 'the', 'sky', 'is', 'a', 'new', 'thing', 'too', '...', 'funny', 'how', 'they', 'chose', 'it', 'to', 'be', 'a', 'color', 'blue', '!', '#', 'url', '#']","['and', 'the', 'sky', 'is', 'a', 'new', 'thing', 'too', '...', 'funny', 'how', 'they', 'chose', 'it', 'to', 'be', 'a', 'color', 'blue', 'url']","['and', 'sky', 'new', 'thing', 'too', '...', 'funny', 'how', 'they', 'chose', 'to', 'be', 'color', 'blue']","[('and', 'CC'), ('sky', 'VB'), ('new', 'JJ'), ('thing', 'NN'), ('too', 'RB'), ('...', ':'), ('funny', 'JJ'), ('how', 'WRB'), ('they', 'PRP'), ('chose', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('color', 'NN'), ('blue', 'NN')]","[('and', 'n'), ('sky', 'v'), ('new', 'a'), ('thing', 'n'), ('too', 'r'), ('...', 'n'), ('funny', 'a'), ('how', 'n'), ('they', 'n'), ('chose', 'v'), ('to', 'n'), ('be', 'v'), ('color', 'n'), ('blue', 'n')]","['and', 'sky', 'new', 'thing', 'too', '...', 'funny', 'how', 'they', 'choose', 'to', 'be', 'color', 'blue']","['And', 'the', 'sky', 'is', 'a', 'new', 'thing', 'too', '...', 'funny', 'how', 'they', 'chose', 'it', 'to', 'be', 'a', 'color', 'blue', '!', '#', 'URL', '#']"
130,"#USER# Of course he is! He knows it’s over! He just wants to line his pockets $$$$$$ as much as he can, from you know who.","['#USER#', 'Of', 'course', 'he', 'is!', 'He', 'knows', 'it is', 'over!', 'He', 'just', 'wants', 'to', 'line', 'his', 'pockets', '$$$$$$', 'as', 'much', 'as', 'he', 'can,', 'from', 'you', 'know', 'who.']","#USER# Of course he is! He knows it is over! He just wants to line his pockets $$$$$$ as much as he can, from you know who.","['#', 'user', '#', 'of', 'course', 'he', 'is', '!', 'he', 'knows', 'it', 'is', 'over', '!', 'he', 'just', 'wants', 'to', 'line', 'his', 'pockets', '$', '$', '$', '$', '$', '$', 'as', 'much', 'as', 'he', 'can', ',', 'from', 'you', 'know', 'who', '.']","['user', 'of', 'course', 'he', 'is', 'he', 'knows', 'it', 'is', 'over', 'he', 'just', 'wants', 'to', 'line', 'his', 'pockets', 'as', 'much', 'as', 'he', 'can', 'from', 'you', 'know', 'who']","['course', 'he', 'he', 'knows', 'over', 'he', 'just', 'wants', 'to', 'line', 'his', 'pockets', 'as', 'much', 'as', 'he', 'can', 'from', 'you', 'know', 'who']","[('course', 'NN'), ('he', 'PRP'), ('he', 'PRP'), ('knows', 'VBZ'), ('over', 'IN'), ('he', 'PRP'), ('just', 'RB'), ('wants', 'VBZ'), ('to', 'TO'), ('line', 'NN'), ('his', 'PRP$'), ('pockets', 'NNS'), ('as', 'RB'), ('much', 'RB'), ('as', 'IN'), ('he', 'PRP'), ('can', 'MD'), ('from', 'IN'), ('you', 'PRP'), ('know', 'VBP'), ('who', 'WP')]","[('course', 'n'), ('he', 'n'), ('he', 'n'), ('knows', 'v'), ('over', 'n'), ('he', 'n'), ('just', 'r'), ('wants', 'v'), ('to', 'n'), ('line', 'n'), ('his', 'n'), ('pockets', 'n'), ('as', 'r'), ('much', 'r'), ('as', 'n'), ('he', 'n'), ('can', 'n'), ('from', 'n'), ('you', 'n'), ('know', 'v'), ('who', 'n')]","['course', 'he', 'he', 'know', 'over', 'he', 'just', 'want', 'to', 'line', 'his', 'pocket', 'as', 'much', 'a', 'he', 'can', 'from', 'you', 'know', 'who']","['#', 'USER', '#', 'Of', 'course', 'he', 'is', '!', 'He', 'knows', 'it', 'is', 'over', '!', 'He', 'just', 'wants', 'to', 'line', 'his', 'pockets', '$', '$', '$', '$', '$', '$', 'as', 'much', 'as', 'he', 'can', ',', 'from', 'you', 'know', 'who', '.']"
131,"If this is correct, it’s just unbelievable how some members of the government are allowed to stay there when they are really really stupid people! #URL#","['If', 'this', 'is', 'correct,', 'it is', 'just', 'unbelievable', 'how', 'some', 'members', 'of', 'the', 'government', 'are', 'allowed', 'to', 'stay', 'there', 'when', 'they', 'are', 'really', 'really', 'stupid', 'people!', '#URL#']","If this is correct, it is just unbelievable how some members of the government are allowed to stay there when they are really really stupid people! #URL#","['if', 'this', 'is', 'correct', ',', 'it', 'is', 'just', 'unbelievable', 'how', 'some', 'members', 'of', 'the', 'government', 'are', 'allowed', 'to', 'stay', 'there', 'when', 'they', 'are', 'really', 'really', 'stupid', 'people', '!', '#', 'url', '#']","['if', 'this', 'is', 'correct', 'it', 'is', 'just', 'unbelievable', 'how', 'some', 'members', 'of', 'the', 'government', 'are', 'allowed', 'to', 'stay', 'there', 'when', 'they', 'are', 'really', 'really', 'stupid', 'people', 'url']","['if', 'this', 'correct', 'just', 'unbelievable', 'how', 'some', 'members', 'government', 'are', 'allowed', 'to', 'stay', 'there', 'when', 'they', 'are', 'really', 'really', 'stupid', 'people']","[('if', 'IN'), ('this', 'DT'), ('correct', 'NN'), ('just', 'RB'), ('unbelievable', 'JJ'), ('how', 'WRB'), ('some', 'DT'), ('members', 'NNS'), ('government', 'NN'), ('are', 'VBP'), ('allowed', 'VBN'), ('to', 'TO'), ('stay', 'VB'), ('there', 'RB'), ('when', 'WRB'), ('they', 'PRP'), ('are', 'VBP'), ('really', 'RB'), ('really', 'RB'), ('stupid', 'JJ'), ('people', 'NNS')]","[('if', 'n'), ('this', 'n'), ('correct', 'n'), ('just', 'r'), ('unbelievable', 'a'), ('how', 'n'), ('some', 'n'), ('members', 'n'), ('government', 'n'), ('are', 'v'), ('allowed', 'v'), ('to', 'n'), ('stay', 'v'), ('there', 'r'), ('when', 'n'), ('they', 'n'), ('are', 'v'), ('really', 'r'), ('really', 'r'), ('stupid', 'a'), ('people', 'n')]","['if', 'this', 'correct', 'just', 'unbelievable', 'how', 'some', 'member', 'government', 'be', 'allow', 'to', 'stay', 'there', 'when', 'they', 'be', 'really', 'really', 'stupid', 'people']","['If', 'this', 'is', 'correct', ',', 'it', 'is', 'just', 'unbelievable', 'how', 'some', 'members', 'of', 'the', 'government', 'are', 'allowed', 'to', 'stay', 'there', 'when', 'they', 'are', 'really', 'really', 'stupid', 'people', '!', '#', 'URL', '#']"
